0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:19:54 -0700] "POST /share HTTP/1.1" 200 1198511 410(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:20:52 -0700] "GET /image/1 HTTP/1.1" 404 122 19(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:21:37 -0700] "GET /home.html HTTP/1.1" 406 331 81(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:21:39 -0700] "GET /home.html HTTP/1.1" 406 331 14(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:21:41 -0700] "GET /home.html HTTP/1.1" 406 331 10(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:21:43 -0700] "GET /home.html HTTP/1.1" 406 331 10(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:21:44 -0700] "GET /home.html HTTP/1.1" 406 331 8(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:21:56 -0700] "GET /home.html HTTP/1.1" 406 331 11(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:22:06 -0700] "GET /home.html HTTP/1.1" 406 331 79(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:22:14 -0700] "GET /home.html HTTP/1.1" 406 331 11(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:22:14 -0700] "GET /favicon.ico HTTP/1.1" 200 946 14(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /home.html HTTP/1.1" 200 2331 59(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /css/bootstrap.css HTTP/1.1" 200 154547 10(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /js/bootstrap.js HTTP/1.1" 200 76511 10(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /js/jquery-3.2.0.js HTTP/1.1" 200 377070 10(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /css/custom.css HTTP/1.1" 200 1283 10(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /js/custom.js HTTP/1.1" 200 1930 12(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:23:51 -0700] "GET /css/bootstrap.css.map HTTP/1.1" 404 136 47(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:33:25 -0700] "POST /share HTTP/1.1" 200 298975 268(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:33:57 -0700] "GET /users HTTP/1.1" 200 897073 39(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:34:16 -0700] "GET /image/1 HTTP/1.1" 404 306 20(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:34:34 -0700] "GET /image HTTP/1.1" 500 333 20(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:34:51 -0700] "GET /image/1 HTTP/1.1" 404 306 8(ms)
0:0:0:0:0:0:0:1 - - [19/Apr/2017:00:35:16 -0700] "GET /image/1 HTTP/1.1" 404 306 84(ms)
